platform_id,time_delta_hours,contact_freq_7d,new_account_flag,graph_distance,phase,victim_id,label
2,17.4203,11,0,1,2,3,1
2,11.7102,19,0,1,2,3,1
2,2.0,12,0,1,2,3,1
2,5.9582,11,0,1,2,7,1
2,6.7826,13,0,1,2,3,1
0,8.5385,15,0,1,2,8,1
0,13.6942,20,0,1,2,0,1
2,11.3768,21,0,1,2,7,1
0,7.5513,22,0,1,2,2,1
2,62.1543,7,0,0,2,1,0
1,60.0302,4,0,1,2,0,0
3,6.2716,16,0,1,2,6,1
2,2.0,11,0,1,2,3,1
3,8.4886,11,0,1,2,9,1
3,51.116,2,0,0,2,5,0
3,44.0236,5,0,1,2,9,0
2,76.3533,9,0,0,2,3,0
2,3.2507,15,0,1,2,5,1
3,14.4033,5,0,1,2,8,0
0,6.8719,13,0,1,2,2,1
2,2.3539,23,1,1,2,7,1
1,75.3047,1,0,2,2,2,0
0,5.0387,16,0,1,2,8,1
2,15.1425,20,1,1,2,5,1
3,87.3198,3,0,0,2,2,0
2,8.9042,22,0,1,2,7,1
1,13.7633,16,0,1,2,1,1
3,73.2415,2,0,0,2,2,0
3,91.7183,1,0,1,2,4,0
0,4.9875,19,0,1,2,8,1
1,10.3788,15,0,1,2,1,1
0,2.255,24,0,1,2,8,1
0,93.2176,2,0,1,2,2,0
0,69.6571,8,0,0,2,3,0
2,10.3798,13,0,1,2,4,1
2,12.4703,22,0,1,2,4,1
3,10.0048,16,0,1,2,6,1
2,11.6343,17,0,1,2,5,1
0,25.8243,3,0,0,2,7,0
0,40.301,4,0,1,2,7,0
2,7.3195,19,0,1,2,7,1
1,110.0282,3,0,1,2,5,0
3,56.7068,4,0,2,2,2,0
3,5.2898,13,0,1,2,6,1
2,7.1556,17,0,1,2,4,1
0,8.4508,22,0,1,2,8,1
2,35.6539,1,0,2,2,4,0
0,9.6098,14,0,1,2,2,1
3,9.6979,4,0,0,2,8,0
0,81.4942,4,0,0,2,5,0
0,49.6115,3,0,0,2,8,0
0,36.6095,6,0,0,2,7,0
2,9.1811,9,0,1,2,5,1
3,40.2175,2,1,1,2,7,0
0,62.6203,5,0,0,2,5,0
2,13.0082,16,0,1,2,7,1
3,7.6865,15,0,1,2,6,1
0,5.5665,10,0,1,2,2,1
2,13.1018,9,0,1,2,3,1
3,50.1885,5,0,1,2,6,0
0,11.5368,18,1,1,2,8,1
3,8.2967,12,1,1,2,9,1
1,50.4673,7,0,0,2,9,0
0,3.6022,20,0,1,2,8,1
3,59.9688,3,0,0,2,4,0
3,19.5427,11,0,1,2,6,1
1,64.3618,4,0,0,2,3,0
2,68.6991,2,0,2,2,2,0
0,62.2836,7,0,0,2,3,0
2,20.0951,13,0,1,2,5,1
2,9.5981,15,0,1,2,4,1
0,7.8016,21,0,1,2,2,1
0,8.5312,10,0,1,2,2,1
0,96.748,6,0,0,2,6,0
0,20.1494,2,0,0,2,4,0
0,33.1818,4,1,0,2,8,0
1,42.0715,3,0,2,2,7,0
0,9.0268,19,0,1,2,2,1
2,7.7865,20,0,1,2,5,1
0,6.9597,18,0,1,2,8,1
2,86.4468,1,0,1,2,2,0
2,10.4586,21,0,1,2,7,1
3,11.5427,21,0,1,2,6,1
0,10.2462,17,0,1,2,2,1
3,2.0,13,0,1,2,9,1
0,4.3417,16,0,1,2,0,1
3,15.6945,15,0,1,2,9,1
1,8.2248,15,1,1,2,1,1
1,64.6984,4,0,0,2,5,0
1,6.8636,24,0,1,2,1,1
2,14.5276,7,0,1,2,4,1
1,100.11,6,0,0,2,3,0
2,5.4016,17,0,1,2,7,1
2,63.299,8,0,1,2,3,0
2,40.7894,8,0,1,2,0,0
0,9.0777,7,0,1,2,0,1
0,16.5312,9,0,1,2,0,1
2,8.0701,12,0,1,2,3,1
0,9.1284,17,0,1,2,2,1
2,9.5043,10,0,1,2,7,1
3,15.1398,14,0,1,2,6,1
0,60.1644,1,0,0,2,4,0
1,7.051,11,0,1,2,1,1
1,3.6313,17,0,1,2,1,1
2,5.3265,20,0,1,2,4,1
3,43.3609,5,0,1,2,9,0
0,41.8842,3,0,0,2,7,0
2,17.6898,14,0,1,2,3,1
0,7.7539,19,0,1,2,0,1
3,2.6269,22,0,1,2,9,1
0,1.2337,7,0,1,2,8,0
2,10.2884,18,0,1,2,4,1
1,76.8777,2,0,0,2,5,0
3,98.9454,4,0,0,2,5,0
2,33.0916,7,0,1,2,8,0
0,2.0,11,0,1,2,0,1
2,9.3052,16,0,1,2,5,1
1,11.2272,4,0,1,2,8,0
2,76.6916,3,0,0,2,2,0
2,13.3528,20,1,1,2,4,1
0,4.2571,11,0,1,2,8,1
1,39.7455,3,0,0,2,4,0
2,17.4105,8,0,1,2,3,1
3,63.4982,9,0,0,2,1,0
2,45.3263,4,0,0,2,5,0
1,52.0318,2,0,1,2,4,0
1,8.5529,20,0,1,2,1,1
0,12.4546,13,0,1,2,0,1
0,5.4206,17,0,1,2,0,1
3,81.7358,4,0,0,2,5,0
3,9.5282,19,0,1,2,6,1
2,2.0,12,0,1,2,4,1
0,9.6155,10,0,1,2,8,1
3,52.7345,9,0,1,2,0,0
0,23.3611,6,0,1,2,8,1
2,38.7716,3,0,1,2,4,0
3,83.4172,1,0,1,2,5,0
1,79.0672,3,0,1,2,5,0
3,50.9829,5,0,1,2,3,0
0,14.6381,14,0,1,2,8,1
0,18.5817,6,0,1,2,2,1
1,12.5411,19,0,1,2,1,1
0,2.0,11,0,1,2,2,1
0,7.0686,24,0,1,2,2,1
3,5.169,10,0,1,2,9,1
0,7.712,21,0,1,2,0,1
0,33.1609,4,0,0,2,6,0
3,6.7335,15,0,1,2,9,1
2,51.8029,7,0,0,2,1,0
3,78.679,7,0,0,2,6,0
0,33.376,7,0,1,2,0,0
3,51.9599,7,0,0,2,3,0
0,9.9188,17,0,1,2,0,1
2,7.3551,24,0,1,2,7,1
3,8.0198,17,0,1,2,9,1
1,34.4294,4,0,1,2,8,0
2,12.8899,8,0,1,2,4,1
2,2.0236,16,0,1,2,5,1
2,27.0967,5,0,1,2,8,0
1,7.9493,4,0,1,2,8,0
3,9.2994,15,0,1,2,6,1
2,20.3262,8,0,1,2,4,1
2,10.8538,18,1,1,2,4,1
3,47.0139,1,0,0,2,4,0
2,8.3652,20,0,1,2,5,1
3,13.7361,18,0,1,2,9,1
2,68.967,3,0,1,2,5,0
0,59.5588,7,0,0,2,9,0
3,4.9258,14,1,1,2,9,1
3,17.1583,10,0,1,2,6,1
2,12.5651,12,0,1,2,7,1
0,54.2668,4,0,0,2,5,0
0,54.8099,2,0,2,2,4,0
2,6.6838,15,0,1,2,3,1
0,8.3415,10,0,1,2,0,1
0,46.3416,3,0,0,2,4,0
0,6.4408,16,1,1,2,8,1
0,69.8076,6,0,1,2,3,0
1,71.0934,7,0,1,2,6,0
2,9.4006,7,0,1,2,5,1
0,4.7433,17,0,1,2,2,1
0,56.6694,7,1,0,2,1,0
2,47.1735,3,1,0,2,7,0
1,72.7362,4,0,0,2,0,0
0,4.0614,16,0,1,2,8,1
2,66.0589,7,0,0,2,9,0
3,61.3017,6,0,2,2,0,0
2,44.7379,5,0,1,2,8,0
1,2.0,17,0,1,2,1,1
2,15.3661,8,0,1,2,4,1
2,56.0858,3,0,0,2,0,0
2,9.4338,12,0,1,2,5,1
0,16.9656,10,0,1,2,8,1
2,20.6218,9,0,1,2,7,1
1,13.6843,20,0,1,2,1,1
3,11.253,16,1,1,2,6,1
3,17.1498,10,0,1,2,9,1
1,66.7688,3,0,1,2,1,0
3,91.4235,5,0,0,2,6,0
3,72.6646,2,0,1,2,5,0
2,32.47,4,0,0,2,4,0
0,8.0165,17,0,1,2,0,1
3,5.7967,23,0,1,2,6,1
1,10.8849,22,0,1,2,1,1
2,17.3398,9,0,1,2,7,1
2,3.9437,11,0,1,2,5,1
2,18.5466,9,0,1,2,3,1
3,8.4036,14,0,1,2,6,1
3,13.6339,10,0,1,2,9,1
1,61.5105,3,0,1,2,2,0
3,17.6756,9,0,1,2,6,1
0,68.4581,8,0,0,2,9,0
3,3.2024,10,0,1,2,6,1
2,4.6059,12,0,1,2,4,1
1,2.0,13,0,1,2,1,1
2,9.7454,5,0,0,2,7,0
1,11.1152,14,0,1,2,1,1
0,59.9697,6,0,1,2,9,0
2,2.3459,10,1,1,2,3,1
3,27.2675,4,0,1,2,8,0
2,4.0209,12,0,1,2,3,1
3,8.9694,11,1,1,2,9,1
2,4.9605,20,0,1,2,3,1
2,3.6298,18,0,1,2,3,1
1,6.2345,17,0,1,2,1,1
0,9.3478,13,0,1,2,0,1
3,12.8227,17,0,1,2,6,1
3,18.0756,3,0,0,2,4,0
2,9.6554,14,0,1,2,5,1
0,47.0556,4,0,0,2,0,0
3,7.5373,17,0,1,2,6,1
3,7.7697,14,0,1,2,9,1
2,6.7988,20,0,1,2,3,1
2,4.9919,15,0,1,2,5,1
0,12.7005,2,0,0,2,8,0
2,6.9846,19,0,1,2,3,1
1,25.8397,3,0,1,2,7,0
3,86.6166,3,0,0,2,5,0
0,10.6159,17,0,1,2,8,1
0,55.1935,4,0,0,2,6,0
2,14.8279,8,0,1,2,5,1
0,34.8745,4,0,0,2,6,0
0,10.3613,16,0,1,2,2,1
0,8.0382,12,0,1,2,2,1
2,18.2765,12,0,1,2,3,1
2,37.739,4,0,0,2,7,0
3,46.7241,8,0,0,2,1,0
2,4.1517,14,1,1,2,7,1
3,74.9371,6,1,0,2,1,0
3,11.9657,13,1,1,2,9,1
1,84.5115,5,0,1,2,6,0
2,10.2078,10,0,1,2,4,1
3,5.4434,13,0,1,2,9,1
2,83.3634,2,0,0,2,2,0
2,46.3385,7,0,0,2,9,0
1,56.147,8,1,0,2,0,0
2,13.361,18,0,1,2,3,1
1,7.3089,11,0,1,2,1,1
3,84.1522,2,0,0,2,2,0
2,82.1069,3,0,0,2,5,0
3,15.4078,6,0,1,2,6,1
0,5.4957,15,1,1,2,8,1
0,4.3182,22,0,1,2,2,1
5,10.9311,7,1,2,3,7,1
2,13.5229,17,1,2,3,1,1
4,25.1762,7,0,1,3,7,0
0,13.7908,15,1,2,3,3,1
3,8.8956,12,1,2,3,2,1
0,2.8608,21,1,2,3,7,1
3,38.4161,2,0,2,3,7,0
5,18.6258,11,1,1,3,2,1
2,2.9895,11,1,2,3,1,1
5,12.3446,13,1,2,3,9,1
1,16.1441,16,1,2,3,0,1
4,57.2337,4,0,1,3,3,0
5,29.9918,5,1,2,3,8,1
0,1.0,22,1,2,3,1,1
0,5.1224,17,1,2,3,7,1
0,1.5428,10,1,2,3,7,1
5,10.8362,9,0,2,3,9,1
2,20.5975,12,0,2,3,0,1
4,81.6328,5,1,1,3,6,0
2,11.02,17,1,2,3,8,1
1,10.9692,14,1,1,3,9,1
5,62.0259,7,0,2,3,9,0
0,93.5611,3,1,1,3,5,0
5,30.3931,2,0,0,3,7,0
4,14.2734,7,1,2,3,1,1
2,18.9609,3,0,0,3,9,0
0,18.1976,21,1,2,3,9,1
3,15.6066,4,0,1,3,4,1
1,10.1708,7,1,2,3,2,1
1,9.9017,18,1,1,3,6,1
4,16.6819,20,1,2,3,9,1
5,10.5921,12,1,2,3,6,1
4,6.6368,14,1,2,3,8,1
3,9.6948,14,1,1,3,3,1
4,17.5106,10,1,2,3,0,1
5,12.2654,14,1,2,3,6,1
5,48.2276,4,0,1,3,8,0
0,14.6112,15,1,2,3,1,1
4,4.3087,16,1,2,3,4,1
0,2.0,11,1,1,3,1,1
3,3.0863,16,1,2,3,7,1
4,10.8502,18,1,2,3,1,1
4,6.4147,6,1,2,3,9,1
5,44.59,5,1,0,3,3,0
3,64.471,7,1,2,3,0,0
0,6.821,13,1,1,3,1,1
5,48.3454,7,0,2,3,0,0
0,7.6109,7,0,0,3,0,0
2,20.6984,11,1,2,3,8,1
1,40.7529,8,0,1,3,0,0
0,1.0,16,1,2,3,1,1
0,65.1759,5,0,0,3,3,0
5,17.7801,13,0,2,3,2,1
5,20.9161,4,1,2,3,8,1
4,3.1508,16,1,2,3,3,1
4,8.3605,13,1,1,3,1,1
4,72.4823,3,0,1,3,2,0
4,1.771,16,1,2,3,0,1
3,7.614,18,1,2,3,4,1
0,95.3674,7,0,1,3,1,0
0,9.3523,12,1,2,3,9,1
1,19.0082,17,1,2,3,5,1
1,49.5936,5,0,1,3,6,0
2,11.3789,22,1,1,3,9,1
1,75.2661,6,1,1,3,1,0
5,42.8115,5,0,1,3,0,0
0,9.6357,13,1,1,3,9,1
3,17.7063,12,1,1,3,0,1
5,15.3289,8,1,1,3,4,1
0,46.4595,3,0,1,3,7,0
4,13.7096,17,1,2,3,7,1
5,11.3449,9,0,1,3,6,1
0,12.3334,9,1,2,3,5,1
0,4.36,20,1,2,3,5,1
5,4.8852,15,1,2,3,6,1
0,45.3099,4,0,2,3,6,0
5,66.9966,2,0,2,3,5,0
0,12.8416,13,1,2,3,1,1
2,9.2823,7,1,2,3,9,1
2,2.3204,9,1,2,3,9,1
5,9.7963,17,1,2,3,3,1
0,10.7773,16,1,1,3,1,1
0,12.5241,13,1,2,3,9,1
5,3.2785,13,1,2,3,3,1
4,83.989,2,0,0,3,6,0
4,12.3902,10,0,1,3,1,1
3,59.1454,5,0,0,3,3,0
3,4.5922,6,0,1,3,8,0
5,88.97,7,1,1,3,6,0
4,59.9562,3,0,0,3,5,0
2,28.968,4,0,0,3,7,0
5,8.1299,15,0,2,3,9,1
0,11.1186,12,1,2,3,7,1
0,81.6693,5,0,1,3,6,0
2,8.3684,14,1,2,3,8,1
1,5.6514,12,1,2,3,6,1
3,19.0602,11,1,1,3,1,1
3,58.8894,8,0,1,3,1,0
4,12.0418,10,1,1,3,8,1
5,18.0591,10,0,2,3,0,1
1,1.0,16,1,2,3,4,1
3,9.3744,9,1,2,3,8,1
2,5.6245,10,1,1,3,0,1
2,6.3677,7,1,2,3,6,1
1,58.5873,5,1,0,3,6,0
0,5.6731,17,1,2,3,1,1
0,72.2626,3,1,2,3,6,0
3,13.5319,13,1,2,3,4,1
0,6.9522,11,1,2,3,6,1
4,15.3782,21,1,2,3,2,1
1,6.8048,10,0,1,3,2,1
4,28.8858,4,0,2,3,8,1
4,23.7258,6,1,2,3,6,1
5,10.7615,17,1,2,3,0,1
5,16.9198,13,1,2,3,9,1
2,65.8107,5,0,0,3,5,0
5,8.734,20,1,2,3,4,1
5,6.4041,13,1,2,3,4,1
2,12.6841,26,1,2,3,2,1
3,12.5383,18,1,2,3,0,1
5,3.982,10,1,2,3,4,1
1,7.3276,11,1,2,3,3,1
3,51.6484,7,0,0,3,6,0
4,15.0526,12,1,2,3,3,1
1,17.2217,9,1,2,3,4,1
3,32.6328,1,0,1,3,4,0
3,13.0713,16,0,2,3,8,1
5,18.5214,15,0,2,3,4,1
3,11.3991,24,1,2,3,2,1
2,13.7882,16,1,2,3,6,1
3,11.609,7,1,2,3,0,1
0,70.5646,5,1,2,3,2,0
1,17.2985,11,0,1,3,9,1
2,76.0967,4,0,0,3,5,0
3,68.1149,5,0,2,3,2,0
5,22.2241,10,0,2,3,1,1
4,26.8812,8,0,2,3,3,1
3,22.8516,8,1,2,3,0,1
5,36.3268,7,0,1,3,0,0
1,8.2874,12,0,2,3,5,1
2,48.4665,7,0,2,3,1,0
5,1.0,7,0,2,3,4,1
0,13.0297,11,1,1,3,9,1
2,1.0,13,1,2,3,1,1
0,81.5353,6,0,1,3,5,0
0,13.0956,14,1,2,3,5,1
4,12.1536,15,0,2,3,0,1
4,83.1688,3,0,0,3,4,0
3,91.0273,5,0,1,3,5,0
4,12.3854,18,1,2,3,8,1
4,72.2476,8,0,2,3,0,0
4,8.8243,10,1,1,3,2,1
5,52.8862,8,0,1,3,0,0
4,15.0102,14,1,2,3,0,1
1,8.5078,17,1,2,3,9,1
5,18.0915,13,1,2,3,7,1
4,10.0597,9,0,1,3,0,1
1,16.9923,6,1,2,3,4,1
1,8.3624,7,0,1,3,8,0
0,57.3309,7,0,0,3,1,0
4,6.6857,13,1,2,3,2,1
4,10.5896,7,1,2,3,6,1
0,39.5116,6,0,1,3,8,0
2,14.3424,7,1,1,3,0,1
4,42.2598,5,0,0,3,8,0
0,52.3112,7,0,0,3,9,0
3,1.4477,12,1,2,3,0,1
5,29.6069,11,1,1,3,0,1
1,49.0481,6,0,1,3,9,0
3,9.9582,11,1,2,3,2,1
4,11.9602,23,1,2,3,0,1
2,43.4471,4,0,2,3,3,0
2,22.3771,13,1,2,3,9,1
1,14.8748,7,0,2,3,2,1
2,7.1428,15,1,2,3,2,1
2,105.2993,7,0,1,3,3,0
0,4.6895,14,1,2,3,7,1
4,15.3582,7,1,2,3,3,1
3,30.3077,10,1,2,3,2,1
1,18.1783,5,0,0,3,7,0
4,10.0734,11,1,1,3,7,1
2,75.1371,6,0,1,3,3,0
2,9.0681,7,1,2,3,8,1
1,57.4975,3,0,2,3,5,0
1,6.9642,16,1,2,3,9,1
2,62.262,4,0,1,3,2,0
5,4.607,14,1,2,3,7,1
3,9.7472,19,1,1,3,1,1
3,9.4825,21,1,2,3,4,1
0,7.766,15,1,2,3,3,1
2,8.4725,18,1,1,3,9,1
1,13.0936,2,0,1,3,7,0
3,10.7314,14,1,2,3,8,1
3,2.6043,8,0,2,3,5,1
2,78.8167,3,0,0,3,2,0
3,44.5548,3,0,1,3,4,0
1,13.0434,15,1,2,3,2,1
0,6.3864,11,0,2,3,1,1
4,18.6195,17,1,2,3,3,1
0,7.7228,8,1,2,3,7,1
5,8.8714,9,1,2,3,9,1
2,5.1833,10,1,2,3,1,1
1,22.1526,14,1,1,3,4,1
0,74.1208,5,0,2,3,3,0
2,66.8246,4,0,1,3,3,0
1,3.008,16,1,2,3,3,1
1,19.7774,17,0,2,3,4,1
0,77.6517,5,0,2,3,1,0
3,39.3055,7,0,1,3,9,0
5,9.3565,10,1,2,3,7,1
5,95.0987,6,0,2,3,5,0
5,82.9979,1,0,1,3,2,0
1,86.2726,5,0,0,3,6,0
5,58.4268,1,0,0,3,5,0
5,15.8339,15,1,1,3,5,1
4,18.7809,9,0,2,3,7,1
1,39.9146,2,0,1,3,7,0
1,11.0262,8,1,1,3,4,1
3,7.4454,13,1,1,3,7,1
3,8.224,6,0,2,3,4,1
5,25.5075,5,0,1,3,7,0
4,7.8986,11,0,1,3,5,1
5,6.3601,19,1,2,3,0,1
4,60.8286,7,0,0,3,3,0
4,9.0939,17,1,2,3,2,1
4,16.1461,12,1,2,3,7,1
5,20.0913,12,1,2,3,4,1
3,5.4813,21,1,2,3,8,1
1,8.7747,14,0,2,3,5,1
3,14.4789,16,1,1,3,1,1
1,8.8116,13,1,2,3,2,1
5,100.3725,9,0,2,3,1,0
4,5.9029,19,1,2,3,8,1
1,8.9191,14,0,2,3,0,1
3,2.0,8,1,1,3,7,1
4,4.4598,12,1,2,3,6,1
4,23.9734,8,0,1,3,6,1
3,83.7805,7,0,0,3,3,0
0,13.5558,15,1,2,3,3,1
1,67.9782,6,0,1,3,3,0
0,9.2867,8,1,2,3,7,1
5,9.3132,12,1,2,3,3,1
4,19.079,6,0,1,3,8,0
1,19.5908,7,1,2,3,0,1
5,9.7571,13,1,2,3,7,1
2,74.8064,2,0,1,3,2,0
3,7.3157,10,1,2,3,1,1
2,3.0294,17,1,1,3,0,1
3,58.7154,5,1,1,3,6,0
1,9.619,16,1,2,3,3,1
3,67.2737,6,0,1,3,9,0
3,3.2862,17,1,2,3,5,1
4,20.4752,12,1,1,3,9,1
5,8.4984,20,0,2,3,3,1
4,18.6328,8,1,1,3,5,1
1,6.3357,10,1,2,3,8,1
2,30.9754,9,1,2,3,2,1
2,37.6061,5,0,0,3,7,0
3,11.6585,14,1,1,3,2,1
1,40.0286,11,1,1,3,8,1
2,66.5767,4,1,0,3,5,0
4,1.1909,13,1,2,3,2,1
5,12.9416,3,0,1,3,7,0
5,16.4355,11,1,1,3,1,1
2,60.3495,4,0,0,3,2,0
2,48.354,1,0,2,3,4,0
4,4.107,10,1,2,3,8,1
2,94.7373,5,0,2,3,1,0
2,14.5763,15,1,2,3,8,1
4,6.4125,13,1,2,3,2,1
1,9.1391,16,0,2,3,3,1
0,6.7702,8,1,2,3,4,1
1,23.0555,12,1,2,3,4,1
0,24.7092,5,0,1,3,6,0
0,86.4493,5,0,2,3,5,0
0,22.0265,10,0,1,3,7,1
0,7.369,17,1,2,3,7,1
5,29.855,5,0,2,3,7,0
3,12.7199,12,1,1,3,5,1
0,63.7689,3,0,2,3,2,0
5,57.0891,6,0,0,3,6,0
3,8.8155,12,1,2,3,4,1
1,13.4022,17,1,2,3,8,1
3,23.8178,3,0,0,3,4,0
1,88.4447,1,0,1,3,2,0
2,9.7547,7,1,2,3,8,1
3,9.9211,9,1,2,3,5,1
4,28.4934,8,0,2,3,8,1
5,2.0,8,1,1,3,7,1
4,68.2135,2,0,1,3,5,0
4,6.496,11,1,2,3,7,1
0,3.1409,13,1,1,3,5,1
0,7.4222,7,0,0,3,7,0
1,14.1607,13,1,2,3,6,1
4,9.8344,12,1,2,3,2,1
4,11.7097,9,1,1,3,3,1
0,72.4402,5,0,2,3,6,0
1,19.4019,5,0,1,3,8,0
2,2.7768,4,0,2,3,9,1
4,20.2198,9,1,2,3,9,1
5,4.4424,9,1,1,3,8,1
5,54.4387,5,0,2,3,4,0
3,77.4095,3,0,1,3,6,0
5,23.0252,8,1,1,3,3,1
3,86.6789,5,0,2,3,2,0
3,7.7307,9,1,2,3,3,1
3,13.6946,9,1,1,3,5,1
4,68.7252,1,0,1,3,4,0
3,62.7513,1,0,2,3,2,0
1,64.7641,1,0,0,3,2,0
5,69.4374,3,1,0,3,6,0
5,8.9989,18,1,2,3,4,1
5,1.0,6,0,1,3,8,0
3,5.899,20,1,2,3,7,1
3,101.518,2,0,1,3,2,0
2,61.8443,4,0,1,3,5,0
4,19.7208,11,1,1,3,8,1
2,6.8725,19,1,2,3,2,1
0,14.2988,9,0,2,3,7,1
0,12.3775,12,1,2,3,6,1
3,4.9788,10,1,1,3,2,1
2,12.832,15,1,2,3,9,1
4,32.8796,6,0,0,3,0,0
3,34.3359,6,1,1,3,9,0
4,38.7938,9,1,1,3,1,0
3,15.7629,10,0,2,3,5,1
5,11.8106,10,1,1,3,1,1
0,31.4425,9,0,2,3,4,1
1,17.4665,21,1,2,3,3,1
0,33.0644,6,0,2,3,7,0
5,81.4466,7,0,0,3,3,0
5,38.6236,3,1,2,3,0,0
4,26.2686,5,1,1,3,0,0
1,3.7461,12,1,2,3,0,1
3,27.7165,7,0,1,3,3,1
5,23.1272,4,1,1,3,2,1
3,42.6283,6,0,2,3,7,0
2,15.1403,7,1,2,3,6,1
4,5.8185,17,1,2,3,4,1
5,60.5498,8,0,1,3,1,0
5,12.8236,13,0,2,3,1,1
3,47.4361,2,0,1,3,4,0
2,14.9232,22,1,2,3,9,1
0,1.5372,12,1,2,3,7,1
2,77.961,7,0,0,3,3,0
5,11.7085,12,1,1,3,0,1
1,9.4327,19,1,2,3,9,1
5,13.6726,12,1,2,3,8,1
4,4.6265,15,1,1,3,4,1
1,2.6951,16,1,2,3,5,1
1,16.9004,10,0,2,3,5,1
0,42.1724,7,0,2,3,8,0
5,52.5888,6,0,1,3,0,0
1,57.1458,3,1,2,3,5,0
1,16.9276,6,0,1,3,8,0
3,8.4329,9,1,2,3,2,1
0,68.9812,1,0,2,3,4,0
1,9.0081,12,1,2,3,8,1
4,29.8113,4,1,0,3,4,0
0,86.9909,7,0,0,3,3,0
5,65.8223,6,0,1,3,1,0
3,69.6179,7,1,0,3,5,0
0,48.2739,1,0,1,3,4,0
0,65.1625,8,1,0,3,1,0
4,40.8128,7,0,1,3,0,0
1,8.2628,15,1,2,3,0,1
4,13.0147,12,1,1,3,5,1
1,76.2602,10,0,0,3,6,0
4,27.2399,4,0,2,3,4,0
4,11.2958,19,1,2,3,8,1
0,67.1424,6,0,0,3,0,0
5,10.9517,4,0,0,3,8,0
1,9.0445,7,1,1,3,4,1
4,5.4498,18,1,2,3,5,1
1,6.3477,13,1,2,3,5,1
3,7.8327,14,1,2,3,3,1
2,4.7521,17,1,2,3,8,1
2,3.6646,10,1,2,3,2,1
1,16.7781,9,0,1,3,1,0
4,77.5677,1,1,1,3,2,0
1,11.8967,9,1,2,3,2,1
4,79.4955,7,0,0,3,9,0
5,45.7156,7,0,0,3,0,0
2,18.5937,13,1,1,3,6,1
4,48.7441,6,0,1,3,9,0
4,10.6489,10,1,2,3,1,1
5,56.3224,5,0,2,3,6,0
2,22.3264,7,0,1,3,0,0
1,11.9899,11,1,2,3,3,1
0,54.3688,7,0,0,3,0,0
5,48.5305,2,0,1,3,7,0
4,4.2814,17,1,2,3,9,1
4,41.4099,4,1,2,3,8,0
0,9.319,9,1,2,3,4,1
5,6.403,20,0,2,3,5,1
1,13.0041,21,1,1,3,8,1
1,15.3863,14,1,1,3,8,1
2,14.6265,15,1,2,3,6,1
3,15.4121,13,1,1,3,4,1
4,9.3562,10,1,2,3,4,1
0,15.5834,15,1,2,3,4,1
4,1.0,14,1,2,3,5,1
0,93.0923,9,0,0,3,9,0
4,12.9181,12,0,2,3,5,1
4,48.5396,5,1,1,3,9,0
0,56.566,6,0,0,3,9,0
3,83.5327,4,0,0,3,6,0
0,8.5645,16,1,1,3,7,1
1,9.0593,10,0,2,3,5,1
1,9.8421,9,1,2,3,4,1
5,8.8286,13,1,1,3,3,1
4,11.0116,11,1,2,3,0,1
0,4.3512,8,0,2,3,4,1
1,23.284,8,1,2,3,8,1
1,5.0422,9,1,2,3,3,1
2,90.6302,7,0,0,3,6,0
4,6.1464,12,0,2,3,5,1
2,6.2566,15,1,2,3,2,1
3,16.1216,11,1,1,3,1,1
0,9.8999,18,1,2,3,7,1
3,12.0262,12,1,1,3,0,1
5,19.3394,5,0,2,3,8,0
4,27.1198,9,1,1,3,9,1
3,4.8075,8,0,2,3,0,1
1,9.9196,21,1,2,3,8,1
0,54.8208,5,0,1,3,1,0
0,6.2051,17,1,2,3,4,1
4,10.5838,15,1,2,3,0,1
5,74.0183,4,0,0,3,5,0
4,29.0589,6,0,2,3,8,0
0,8.8253,10,0,2,3,7,1
2,54.2481,10,0,1,3,1,0
0,62.5295,7,0,1,3,6,0
5,31.7873,13,1,1,3,9,1
0,60.4212,7,0,2,3,1,0
1,1.0,8,0,2,3,6,1
2,87.8385,5,0,0,3,5,0
5,17.4578,19,1,2,3,4,1
1,20.9722,5,0,2,3,0,0
4,2.0307,16,1,2,3,6,1
0,6.4574,12,1,2,3,1,1
4,2.9469,9,1,2,3,7,1
0,13.2537,14,1,2,3,5,1
3,8.1431,9,1,2,3,3,1
0,8.0207,12,1,2,3,6,1
2,6.1457,12,1,1,3,9,1
5,10.6314,11,0,2,3,2,1
5,1.2489,9,1,2,3,6,1
0,63.646,5,0,1,3,9,0
0,9.1717,9,0,2,3,6,1
3,32.8037,4,0,0,3,4,0
5,10.1284,13,1,2,3,1,1
5,17.0867,14,1,2,3,7,1
0,64.0725,11,1,1,3,1,0
2,53.3825,6,1,0,3,9,0
4,66.2177,8,0,2,3,3,0
2,26.3476,3,0,1,3,8,0
5,24.4109,13,1,2,3,3,1
0,12.2753,7,1,2,3,9,1
3,4.5638,13,1,2,3,3,1
2,71.2993,5,0,1,3,3,0
0,16.06,14,0,2,3,1,1
5,64.3972,8,0,0,3,0,0
5,5.8815,16,1,2,3,6,1
0,26.5154,1,0,0,3,4,0
3,7.2661,15,1,2,3,5,1
5,80.4281,6,0,0,3,0,0
3,44.2072,5,0,0,3,6,0
5,1.0,18,1,2,3,9,1
4,61.8433,8,0,2,3,3,0
4,19.1887,13,1,1,3,5,1
4,4.3159,19,1,2,3,8,1
2,90.9924,8,1,0,3,3,0
1,58.4947,3,0,0,3,7,0
5,4.8351,9,1,2,3,5,1
